time	0.0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	1.0	1.1	1.2	1.3	1.4	1.5	1.6	1.7	2.0	2.1	2.2	2.3	2.4	2.5	2.6	2.7	3.0	3.1	3.2	3.3	3.4	3.5	3.6	3.7	4.0	4.1	4.2	4.3	4.4	4.5	4.6	4.7	5.0	5.1	5.2	5.3	5.4	5.5	5.6	5.7	6.0	6.1	6.2	6.3	6.4	6.5	6.6	6.7	7.0	7.1	7.2	7.3	7.4	7.5	7.6	7.7
2020-03-19 18:40:44	3.5866	2.3083	4.8546	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0012	6.1362	-0.0031	7.4137	1.2532	3.8267	2.5605	5.0782	-0.0003	6.3724	-0.0007	7.6637	1.2753	4.1511	2.6062	5.4610	0.0013	6.6940	-0.0011	8.0068	1.2982	1.7466	1.7402	1.7371	1.7441	1.7452	1.7388	1.7352	1.7483	1.7420	1.7498	1.7429	1.7458	1.7478	1.7421	1.7531	1.7527	1.7483	1.7497	1.7516	1.7518	1.7489	1.7516	1.7549	1.7580	1.7610	1.7596	1.7594	1.7648	1.7678	1.7649	1.7639	1.7725
2020-03-19 18:40:45	3.5866	2.3083	4.8495	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0012	6.1413	-0.0031	7.4137	1.2481	3.8267	2.5656	5.0782	-0.0003	6.3724	-0.0007	7.6586	1.2753	4.1511	2.6113	5.4559	0.0013	6.6940	-0.0011	8.0068	1.2982	1.7466	1.7453	1.7422	1.7492	1.7504	1.7491	1.7454	1.7534	1.7471	1.7549	1.7531	1.7510	1.7580	1.7523	1.7582	1.7527	1.7535	1.7497	1.7516	1.7518	1.7489	1.7516	1.7498	1.7529	1.7507	1.7443	1.7390	1.7291	1.7371	1.7342	1.7231	1.7214
2020-03-19 18:40:46	3.5866	2.3083	4.8495	0.0003	6.0805	-0.0040	7.2956	1.2736	3.7955	2.5556	4.9411	-0.0012	6.1413	-0.0031	7.4137	1.2481	3.8267	2.5605	5.0782	-0.0003	6.3724	0.0044	7.6637	1.2753	4.1562	2.6113	5.4610	0.0013	6.6940	0.0040	8.0068	1.2982	1.7569	1.7504	1.7422	1.7492	1.7555	1.7491	1.7454	1.7534	1.7471	1.7498	1.7480	1.7510	1.7529	1.7421	1.7480	1.7425	1.7432	1.7446	1.7414	1.7416	1.7336	1.7414	1.7396	1.7376	1.7456	1.7392	1.7441	1.7342	1.7474	1.7496	1.7435	1.7520
2020-03-19 18:40:46	3.5866	2.3083	4.8546	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0012	6.1413	-0.0031	7.4137	1.2532	3.8319	2.5656	5.0782	-0.0003	6.3724	-0.0007	7.6637	1.2753	4.1511	2.6113	5.4610	0.0013	6.6940	0.0040	8.0068	1.2982	1.7466	1.7402	1.7320	1.7441	1.7452	1.7388	1.7352	1.7483	1.7420	1.7447	1.7429	1.7458	1.7529	1.7421	1.7480	1.7476	1.7483	1.7497	1.7516	1.7518	1.7489	1.7567	1.7549	1.7529	1.7610	1.7596	1.7594	1.7648	1.7729	1.7649	1.7639	1.7725
2020-03-19 18:40:47	3.5866	2.3083	4.8495	0.0003	6.0805	-0.0040	7.2956	1.2736	3.7955	2.5556	4.9411	-0.0012	6.1362	-0.0031	7.4137	1.2481	3.8319	2.5656	5.0782	-0.0003	6.3724	-0.0007	7.6637	1.2753	4.1511	2.6113	5.4559	0.0013	6.6940	-0.0011	8.0017	1.2982	1.7569	1.7504	1.7422	1.7543	1.7504	1.7491	1.7454	1.7534	1.7471	1.7498	1.7429	1.7458	1.7478	1.7421	1.7429	1.7425	1.7381	1.7395	1.7414	1.7416	1.7336	1.7414	1.7447	1.7427	1.7456	1.7443	1.7441	1.7444	1.7627	1.7598	1.7639	1.7674
2020-03-19 18:40:47	3.5866	2.3083	4.8546	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0012	6.1362	-0.0031	7.4137	1.2481	3.8267	2.5656	5.0782	-0.0003	6.3724	-0.0007	7.6637	1.2702	4.1511	2.6113	5.4610	0.0013	6.6940	-0.0011	8.0017	1.2982	1.7466	1.7402	1.7371	1.7441	1.7452	1.7439	1.7403	1.7483	1.7420	1.7498	1.7480	1.7510	1.7529	1.7472	1.7531	1.7527	1.7483	1.7548	1.7567	1.7570	1.7489	1.7567	1.7601	1.7580	1.7610	1.7596	1.7594	1.7597	1.7627	1.7598	1.7537	1.7571
2020-03-19 18:40:48	3.5866	2.3083	4.8495	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0063	6.1362	-0.0031	7.4086	1.2532	3.8267	2.5656	5.0782	-0.0003	6.3724	-0.0007	7.6637	1.2753	4.1562	2.6113	5.4559	0.0013	6.6889	0.0040	8.0068	1.2982	1.7569	1.7453	1.7422	1.7492	1.7504	1.7491	1.7403	1.7483	1.7471	1.7447	1.7429	1.7458	1.7478	1.7370	1.7429	1.7425	1.7381	1.7395	1.7414	1.7416	1.7387	1.7465	1.7498	1.7478	1.7507	1.7494	1.7543	1.7597	1.7678	1.7649	1.7689	1.7725
2020-03-19 18:40:48	3.5866	2.3083	4.8546	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0012	6.1413	-0.0031	7.4137	1.2481	3.8267	2.5656	5.0782	0.0048	6.3775	0.0044	7.6637	1.2753	4.1562	2.6113	5.4559	0.0013	6.6940	-0.0011	8.0068	1.2982	1.7466	1.7402	1.7371	1.7441	1.7452	1.7439	1.7403	1.7534	1.7471	1.7498	1.7480	1.7510	1.7529	1.7523	1.7531	1.7527	1.7535	1.7548	1.7567	1.7570	1.7541	1.7567	1.7601	1.7580	1.7610	1.7545	1.7543	1.7546	1.7576	1.7496	1.7486	1.7469
2020-03-19 18:40:49	3.5866	2.3083	4.8495	0.0003	6.0805	-0.0040	7.2956	1.2788	3.7955	2.5556	4.9411	-0.0012	6.1362	-0.0031	7.4086	1.2532	3.8267	2.5656	5.0833	0.0048	6.3724	-0.0007	7.6637	1.2702	4.1511	2.6113	5.4559	0.0013	6.6940	-0.0011	8.0017	1.2982	1.7518	1.7453	1.7422	1.7492	1.7504	1.7439	1.7403	1.7432	1.7420	1.7447	1.7429	1.7407	1.7478	1.7370	1.7429	1.7476	1.7432	1.7446	1.7465	1.7467	1.7438	1.7465	1.7549	1.7529	1.7559	1.7545	1.7543	1.7648	1.7729	1.7700	1.7689	1.7725
